Survey Year,UNITID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Archery Men's Team Expenses,Archery Women's Team Expenses,Archery Coed Team Expenses,Archery Total Expenses,Badminton Men's Team Expenses,Badminton Women's Team Expenses,Badminton Coed Team Expenses,Badminton Total Expenses,Baseball Men's Team Expenses,Baseball Women's Team Expenses,Baseball Coed Team Expenses,Baseball Total Expenses,Basketball Men's Team Expenses,Basketball Women's Team Expenses,Basketball Coed Team Expenses,Basketball Total Expenses,Beach Volleyball Men's Team Expenses,Beach Volleyball Women's Team Expenses,Beach Volleyball Coed Team Expenses Expenses,Beach Volleyball Total Expenses,Bowling Men's Team Expenses,Bowling Women's Team Expenses,Bowling Coed Team Expenses,Bowling Total Expenses,All Track Combined Men's Team Expenses,All Track Combined Women's Team Expenses,All Track Combined Coed Team Expenses,All Track Combined Total Expenses,Diving Men's Team Expenses,Diving Women's Team Expenses,Diving Coed Team Expenses,Diving Total Expenses,Equestrian Men's Team Expenses,Equestrian Women's Team Expenses,Equestrian Coed Team Expenses,Equestrian Total Expenses,Fencing Men's Team Expenses,Fencing Women's Team Expenses,Fencing Coed Team Expenses,Fencing Total Expenses,Field Hockey Men's Team Expenses,Field Hockey Women's Team Expenses,Field Hockey Coed Team Expenses,Field Hockey Total Expenses,Football Men's Team Expenses,Football Women's Team Expenses,Football Coed Team Expenses,Football Total Expenses,Golf Men's Team Expenses,Golf Women's Team Expenses,Golf Coed Team Expenses,Golf Total Expenses,Gymnastics Men's Team Expenses,Gymnastics Women's Team Expenses,Gymnastics Coed Team Expenses,Gymnastics Total Expenses,Ice Hockey Men's Team Expenses,Ice Hockey Women's Team Expenses,Ice Hockey Coed Team Expenses,Ice Hockey Total Expenses,Lacrosse Men's Team Expenses,Lacrosse Women's Team Expenses,Lacrosse Coed Team Expenses,Lacrosse Total Expenses,Rifle Men's Team Expenses,Rifle Women's Team Expenses,Rifle Coed Team Expenses,Rifle Total Expenses,Rodeo Men's Team Expenses,Rodeo Women's Team Expenses,Rodeo Coed Team Expenses,Rodeo Total Expenses,Rowing Men's Team Expenses,Rowing Women's Team Expenses,Rowing Coed Team Expenses,Rowing Total Expenses,Sailing Men's Team Expenses,Sailing Women's Team Expenses,Sailing Coed Team Expenses,Sailing Total Expenses,Skiing Men's Team Expenses,Skiing Women's Team Expenses,Skiing Coed Team Expenses,Skiing Total Expenses,Soccer Men's Team Expenses,Soccer Women's Team Expenses,Soccer Coed Team Expenses,Soccer Total Expenses,Softball Men's Team Expenses,Softball Women's Team Expenses,Softball Coed Team Expenses,Softball Total Expenses,Squash Men's Team Expenses,Squash Women's Team Expenses,Squash Coed Team Expenses,Squash Total Expenses,Swimming and Diving Men's Team Expenses,Swimming and Diving Women's Team Expenses,Swimming and Diving Coed Team Expenses,Swimming and Diving Total Expenses,Swimming Men's Team Expenses,Swimming Women's Team Expenses,Swimming Coed Team Expenses,Swimming Total Expenses,Synchronized Swimming Men's Team Expenses,Synchronized Swimming Women's Team Expenses,Synchronized Swimming Coed Team Expenses,Synchronized Swimming Total Expenses,Table Tennis Men's Team Expenses,Table Tennis Women's Team Expenses,Table Tennis Coed Team Expenses,Table Tennis Total Expenses,Team Handball Men's Team Expenses,Team Handball Women's Team Expenses,Team Handball Coed Team Expenses,Team Handball Total Expenses,Tennis Men's Team Expenses,Tennis Women's Team Expenses,Tennis Coed Team Expenses,Tennis Total Expenses,Track and Field Indoor Men's Team Expenses,Track and Field Indoor Women's Team Expenses,Track and Field Indoor Coed Team Expenses,Track and Field Indoor Total Expenses,Track and Field Outdoor Men's Team Expenses,Track and Field Outdoor Women's Team Expenses,Track and Field Outdoor Coed Team Expenses,Track and Field Outdoor Total Expenses,Track and Field X Country Men's Team Expenses,Track and Field X Country Women's Team Expenses,Track and Field X Country Coed Team Expenses,Track and Field X Country Total Expenses,Volleyball Men's Team Expenses,Volleyball Women's Team Expenses,Volleyball Coed Team Expenses,Volleyball Total Expenses,Water Polo Men's Team Expenses,Water Polo Women's Team Expenses,Water Polo Coed Team Expenses,Water Polo Total Expenses,Weight Lifting Men's Team Expenses,Weight Lifting Women's Team Expenses,Weight Lifting Coed Team Expenses,Weight Lifting Total Expenses,Wrestling Men's Team Expenses,Wrestling Women's Team Expenses,Wrestling Coed Team Expenses,Wrestling Total Expenses,Other Sports Men's Team Expenses,Other Sports Women's Team Expenses,Other Sports Coed Team Expenses,Other Sports Total Expenses,Total Men's Team Expenses,Total Women's Team Expenses,Total Coed Team Expenses,Not Allocated by Gender/Sport Expenses,Grand Total Expenses
2004,153658,University of Iowa,IA,NCAA Division I-A,,1,NCAA,8201,9678,17879,,,,,,,,,814683,,,814683,4489063,2206335,,6695398,,,,,,,,,800602,856189,,1656791,,,,,,,,,,,,,,692419,,692419,18124566,,,18124566,184990,237351,,422341,508992,696989,,1205981,,,,,,,,,,,,,,,,,,933742,,933742,,,,,,,,,,672805,,672805,,754544,,754544,,,,,451680,559493,,1011173,,,,,,,,,,,,,,,,,392093,339964,,732057,,,,,,,,,,,,,,875553,,875553,,,,,,,,,1276113,,,1276113,,,,,27042782,8825384,,19031493,54899659
2004,163286,UNIVERSITY OF MARYLAND-COLLEGE PARK,MD,NCAA Division I-A,,1,NCAA,11652,11281,22933,,,,,,,,,648183,,,648183,3465662,1923330,,5388992,,,,,,,,,331523,674541,,1006064,,,,,,,,,,,,,,605579,,605579,9301052,,,9301052,226799,270244,,497043,,554604,,554604,,,,,816436,586388,,1402824,,,,,,,,,,,,,,,,,,,,,732276,570144,,1302420,,553405,,553405,,,,,493118,701273,,1194391,,,,,,,,,,,,,,,,,204469,368225,,572694,,,,,,,,,,,,,,605654,,605654,,180502,,180502,,,,,408157,,,408157,,305919,,305919,16627675,7899808,,21756165,46283648
2004,170976,University of Michigan-Ann Arbor,MI,NCAA Division I-A,,1,NCAA,11676,12097,23773,,,,,,,,,1012109,,,1012109,3201713,1610763,,4812476,,,,,,,,,1072311,1203147,,2275458,,,,,,,,,,,,,,938309,,938309,10690874,,,10690874,347377,458914,,806291,564159,949637,,1513796,1888856,,,1888856,,,,,,,,,,,,,,1389543,,1389543,,,,,,,,,688306,824452,,1512758,,902956,,902956,,,,,746589,876712,,1623301,,,,,,,,,,,,,,,,,463222,605204,,1068426,,,,,,,,,,,,,,956811,,956811,,619857,,619857,,,,,767514,,,767514,,,,,21443030,11336305,,28607809,61387144
2004,174066,University of Minnesota-Twin Cities,MN,NCAA Division I-A,,1,NCAA,12487,13992,26479,,,,,,,,,842114,,,842114,2805686,1728706,,4534392,,,,,,,,,776761,810820,,1587581,,,,,,,,,,,,,,,,,7639069,,,7639069,341782,291499,,633281,535537,560194,,1095731,1672135,856300,,2528435,,,,,,,,,,,,,,820732,,820732,,,,,,,,,,537472,,537472,,603509,,603509,,,,,607175,654509,,1261684,,,,,,,,,,,,,,,,,407787,367969,,775756,,,,,,,,,,,,,,969030,,969030,,,,,,,,,651258,,,651258,,,,,16279304,8200740,,27836222,52316266
2004,181464,University of Nebraska at Lincoln,NE,NCAA Division I-A,,1,NCAA,8278,7406,15684,,,,,,,,,1360817,,,1360817,2748667,1683213,,4431880,,,,,,306982,,306982,1056563,1056563,,2113126,,,,,,,,,,,,,,,,,11174834,,,11174834,241400,295197,,536597,468985,717167,,1186152,,,,,,,,,,258417,,258417,,,,,,,,,,,,,,,,,,902876,,902876,,887020,,887020,,,,,,631563,,631563,,,,,,,,,,,,,,,,,344201,458087,,802288,,,,,,,,,,,,,,1380669,,1380669,,,,,,,,,667051,,,667051,,,,,18062518,8577754,,29159213,55799485
2004,240444,University of Wisconsin-Madison,WI,NCAA Division I-A,,1,NCAA,12503,14116,26619,,,,,,,,,,,,,3839965,1984357,,5824322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12214995,,,12214995,286472,374678,,661150,,,,,2377373,1281376,,3658749,,,,,,,,,,,,,499328,1413510,,1912838,,,,,,,,,673333,777845,,1451178,,735096,,735096,,,,,812681,826673,,1639354,,,,,,,,,,,,,,,,,398580,405679,,804259,,,,,,,,,1047186,1016189,,2063375,,1249981,,1249981,,,,,,,,,735715,,,735715,,,,,22885628,10065384,,26582572,59533584
2005,151351,Indiana University-Bloomington,IN,NCAA Division I-A,,1,NCAA,13452,14522,27974,,,,,,,,,923955,,,923955,4662393,1739138,,6401531,,,,,,,,,928645,883146,,1811791,,,,,,,,,,,,,,619034,,619034,10561809,,,10561809,300599,339554,,640153,,,,,,,,,,,,,,,,,,,,,,516781,,516781,,,,,,,,,873478,720656,,1594134,,787116,,787116,,,,,875229,903858,,1779087,,,,,,,,,,,,,,,,,454187,600570,,1054757,,,,,,,,,,,,,,900175,,900175,,532377,,532377,,,,,518300,,,518300,,,,,20098595,8542405,,10810709,39451709
2005,171100,Michigan State University,MI,NCAA Division I-A,,1,NCAA,14855,17345,32200,,,,,,,,,969476,,,969476,12014296,3128274,,15142570,,,,,,,,,740231,937981,,1678212,,,,,,,,,,,,,,809790,,809790,15910445,,,15910445,386623,501257,,887880,,781448,,781448,2376881,,,2376881,,,,,,,,,,,,,,1109973,,1109973,,,,,,,,,645332,761555,,1406887,,874186,,874186,,,,,553052,781410,,1334462,,,,,,,,,,,,,,,,,328309,410664,,738973,,,,,,,,,,,,,,1364969,,1364969,,,,,,,,,790200,,,790200,,,,,34714845,11461507,,20572732,66749084
2005,147767,Northwestern University,IL,NCAA Division I-A,,1,NCAA,3817,4228,8045,,,,,,,,,858396,,,858396,3042904,1500330,,4543234,,,,,,,,,,,,,,,,,,,,,,447030,,447030,,725149,,725149,10809964,,,10809964,434702,436394,,871096,,,,,,,,,,905425,,905425,,,,,,,,,,,,,,,,,,,,,532677,781563,,1314240,,897997,,897997,,,,,608153,813841,,1421994,,,,,,,,,,,,,,,,,384409,552623,,937032,,,,,,,,,,410914,,410914,,902523,,902523,,,,,,,,,642603,,,642603,,,,,17313808,8373789,,12589279,38276876
2005,204796,Ohio State University-Main Campus,OH,NCAA Division I-A,,1,NCAA,17773,16044,33817,,,,,,,,,2773459,,,2773459,4493374,3176633,,7670007,,,,,,,,,942508,1012557,,1955065,,,,,,,,,494234,534375,,1028609,,844939,,844939,32288865,,,32288865,374615,486019,,860634,660058,858969,,1519027,2157318,1121519,,3278837,877499,800228,,1677727,,,61505,61505,,,,,,1169047,,1169047,,,,,,,,,854148,902139,,1756287,,847375,,847375,,,,,1509164,1501648,,3010812,,,,,,1073947,,1073947,,,,,,,,,490502,602299,,1092801,,,,,,,,,,,,,811141,1369485,,2180626,,,,,,,,,1246866,,,1246866,,,66765,66765,49973751,16301179,128270,35401652,101804852
2005,243780,Purdue University-Main Campus,IN,NCAA Division I-A,,1,NCAA,17811,11902,29713,,,,,,,,,772160,,,772160,3149333,2284662,,5433995,,,,,,,,,686606,838155,,1524761,,,,,,,,,,,,,,,,,11228193,,,11228193,367694,393715,,761409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841402,,841402,,758011,,758011,,,,,749237,826151,,1575388,,,,,,,,,,,,,,,,,427650,571022,,998672,,,,,,,,,,,,,,1091568,,1091568,,,,,,,,,595182,,,595182,,,,,17976055,7604686,,24601960,50182701
2005,186380,Rutgers University-New Brunswick/Piscataway,NJ,NCAA Division I-A,,1,NCAA,11971,12390,24361,,,,,,,,,866014,,,866014,3894711,2628304,,6523015,,,,,,,,,536949,692160,,1229109,,,,,,,,,110865,79931,,190796,,508934,,508934,13065630,,,13065630,159316,137834,,297150,,452426,,452426,,,,,623980,517802,,1141782,,,,,,,,,317165,229691,,546856,,,,,,,,,729411,616720,,1346131,,543443,,543443,,,,,,,,,325932,515820,,841752,,,,,,,,,,,,,165642,323525,,489167,,,,,,,,,,,,,,425355,,425355,,,,,,,,,304717,,,304717,,,,,21100332,7671945,,12231249,41003526
2005,145637,University of Illinois at Urbana-Champaign,IL,NCAA Division I-A,,1,NCAA,15903,14009,29912,,,,,,,,,845399,,,845399,3961099,2037736,,5998835,,,,,,,,,774079,1022467,,1796546,,,,,,,,,,,,,,,,,8397371,,,8397371,317836,288746,,606582,499720,668440,,1168160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777541,,777541,,766636,,766636,,,,,,685129,,685129,,,,,,,,,,,,,,,,,504774,487229,,992003,,,,,,,,,,,,,,934088,,934088,,,,,,,,,931306,,,931306,,,,,16231584,7668012,,17523618,41423214
2005,153658,University of Iowa,IA,NCAA Division I-A,,1,NCAA,8485,9709,18194,,,,,,,,,881613,,,881613,5128075,2482759,,7610834,,,,,,,,,782794,761468,,1544262,,,,,,,,,,,,,,806329,,806329,20848711,,,20848711,204703,256107,,460810,560565,770068,,1330633,,,,,,,,,,,,,,,,,,918741,,918741,,,,,,,,,,735138,,735138,,840213,,840213,,,,,434147,534443,,968590,,,,,,,,,,,,,,,,,336334,384596,,720930,,,,,,,,,,,,,,954649,,954649,,,,,,,,,1321484,,,1321484,,,,,30498426,9444511,,19195762,59138699
2005,170976,University of Michigan-Ann Arbor,MI,NCAA Division I-A,,1,NCAA,12074,12372,24446,,,,,,,,,1061945,,,1061945,3579906,1839215,,5419121,,,,,,,,,1143311,1287438,,2430749,,,,,,,,,,,,,,988874,,988874,12842545,,,12842545,374399,488887,,863286,697119,1019985,,1717104,2113708,,,2113708,,,,,,,,,,,,,,1621930,,1621930,,,,,,,,,644041,742927,,1386968,,1023880,,1023880,,,,,846073,937406,,1783479,,,,,,,,,,,,,,,,,534834,701056,,1235890,,,,,,,,,,,,,,1011533,,1011533,,692514,,692514,,,,,818925,,,818925,,,,,24656806,12355645,,30896795,67909246
2005,174066,University of Minnesota-Twin Cities,MN,NCAA Division I-A,,1,NCAA,12634,14323,26957,,,,,,,,,884463,,,884463,2925666,1990685,,4916351,,,,,,,,,774443,906389,,1680832,,,,,,,,,,,,,,,,,7890070,,,7890070,378522,345665,,724187,412116,650132,,1062248,1672711,937541,,2610252,,,,,,,,,,,,,,840594,,840594,,,,,,,,,,547387,,547387,,617212,,617212,,,,,613511,717188,,1330699,,,,,,,,,,,,,,,,,370161,428482,,798643,,,,,,,,,,,,,,989625,,989625,,,,,,,,,629414,,,629414,,,,,16551077,8970900,,29897126,55419103
2005,181464,University of Nebraska at Lincoln,NE,NCAA Division I-A,,1,NCAA,8339,7429,15768,,,,,,,,,1461813,,,1461813,3432777,1791101,,5223878,,,,,,334211,,334211,1153361,1153361,,2306722,,,,,,,,,,,,,,,,,11082406,,,11082406,249319,341285,,590604,457305,728308,,1185613,,,,,,,,,,266155,,266155,,,,,,,,,,,,,,,,,,1436267,,1436267,,918340,,918340,,,,,,717109,,717109,,,,,,,,,,,,,,,,,375247,477268,,852515,,,,,,,,,,,,,,1551284,,1551284,,,,,,,,,663755,,,663755,,,,,18875983,9714689,,35104807,63695479
2005,240444,University of Wisconsin-Madison,WI,NCAA Division I-A,,1,NCAA,12609,14476,27085,,,,,,,,,,,,,3711007,1930940,,5641947,,,,,,,,,1470058,1299744,,2769802,,,,,,,,,,,,,,,,,12340953,,,12340953,306295,416262,,722557,,,,,2463830,1448641,,3912471,,,,,,,,,,,,,673371,1721956,,2395327,,,,,,,,,786923,855345,,1642268,,837284,,837284,,,,,874234,972824,,1847058,,,,,,,,,,,,,,,,,409862,467043,,876905,,,,,,,,,,,,,,1348818,,1348818,,,,,,,,,797841,,,797841,,,,,23834374,11298857,,27741869,62875100
2006,151351,Indiana University-Bloomington,IN,NCAA Division I-A,,1,NCAA,14293,15256,29549,,,,,,,,,821924,,,821924,4942257,1958541,,6900798,,,,,,,,,871095,925347,,1796442,,,,,,,,,,,,,,699610,,699610,10180588,,,10180588,303004,407732,,710736,,,,,,,,,,,,,,,,,,,,,,744820,,744820,,,,,,,,,908895,756318,,1665213,,773561,,773561,,,,,877840,937004,,1814844,,,,,,,,,,,,,,,,,448844,611738,,1060582,,,,,,,,,,,,,,970907,,970907,,502590,,502590,,,,,580191,,,580191,,,,,19934638,9288168,,12304264,41527070
2006,171100,Michigan State University,MI,NCAA Division I-A,,1,NCAA,14964,17624,32588,,,,,,,,,1214491,,,1214491,6407390,2981692,,9389082,,,,,,,,,815373,1014349,,1829722,,,,,,,,,,,,,,819257,,819257,22496400,,,22496400,396874,548587,,945461,,873301,,873301,2771705,,,2771705,,,,,,,,,,,,,,1219419,,1219419,,,,,,,,,694067,826544,,1520611,,914675,,914675,,,,,724195,842249,,1566444,,,,,,,,,,,,,,,,,330039,434602,,764641,,,,,,,,,,,,,,1193532,,1193532,,,,,,,,,869944,,,869944,,,,,36720478,11668207,,21525896,69914581
2006,147767,Northwestern University,IL,NCAA Division I-A,,1,NCAA,3777,4199,7976,,,,,,,,,835060,,,835060,3442355,1719490,,5161845,,,,,,,,,,,,,,,,,,,,,,500002,,500002,,882354,,882354,11125131,,,11125131,563637,446842,,1010479,,,,,,,,,,979689,,979689,,,,,,,,,,,,,,,,,,,,,525248,864594,,1389842,,927830,,927830,,,,,633254,806285,,1439539,,,,,,,,,,,,,,,,,406847,642382,,1049229,,,,,,,,,,469899,,469899,,945748,,945748,,,,,,,,,671183,,,671183,,,,,18202715,9185115,,13369452,40757282
2006,204796,Ohio State University-Main Campus,OH,NCAA Division I-A,,1,NCAA,18539,16443,34982,,,,,,,,,1140016,,,1140016,3987583,3183207,,7170790,,,,,,,,,1113697,1224118,,2337815,,,,,,,,,484901,435949,,920850,,770226,,770226,32538319,,,32538319,356592,433016,,789608,853094,1082750,,1935844,2186685,1233009,,3419694,730556,726417,,1456973,,,62369,62369,,,,,,1135354,,1135354,,,,,,,,,671718,755837,,1427555,,899422,,899422,,,,,1433410,1536298,,2969708,,,,,,994157,,994157,,,,,,,,,479121,559132,,1038253,,,,,,,,,,,,,616351,1173016,,1789367,,,,,,,,,922961,,,922961,,,61654,61654,47515004,16141908,124023,45416975,109197910
2006,243780,Purdue University-Main Campus,IN,NCAA Division I-A,,1,NCAA,17417,12271,29688,,,,,,,,,780325,,,780325,3684697,2524639,,6209336,,,,,,,,,709727,879278,,1589005,,,,,,,,,,,,,,,,,13680599,,,13680599,427476,503805,,931281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945318,,945318,,789433,,789433,,,,,863438,859589,,1723027,,,,,,,,,,,,,,,,,464088,569584,,1033672,,,,,,,,,,,,,,1357848,,1357848,,,,,,,,,698517,,,698517,,,,,21308867,8429494,,24584038,54322399
2006,186380,Rutgers University-New Brunswick/Piscataway,NJ,NCAA Division I-A,,1,NCAA,12300,12177,24477,,,,,,,,,875628,,,875628,3296879,2855402,,6152281,,,,,,,,,512412,705659,,1218071,,,,,,,,,90747,111010,,201757,,531490,,531490,15643682,,,15643682,141783,127859,,269642,,409150,,409150,,,,,647623,521584,,1169207,,,,,,,,,365735,216555,,582290,,,,,,,,,857711,733487,,1591198,,711794,,711794,,,,,,,,,263541,560914,,824455,,,,,,,,,,,,,161822,319442,,481264,,,,,,,,,,,,,,427489,,427489,,,,,,,,,304831,,,304831,,,,,23162394,8231835,,12656731,44050960
2006,145637,University of Illinois at Urbana-Champaign,IL,NCAA Division I-A,,1,NCAA,16041,14534,30575,,,,,,,,,944172,,,944172,4542338,2430263,,6972601,,,,,,,,,814157,1092819,,1906976,,,,,,,,,,,,,,,,,9371073,,,9371073,356528,272764,,629292,577163,780993,,1358156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833668,,833668,,815648,,815648,,,,,,774043,,774043,,,,,,,,,,,,,,,,,507886,523789,,1031675,,,,,,,,,,,,,,994020,,994020,,,,,,,,,934715,,,934715,,,,,18048032,8518007,,18202020,44768059
2006,153658,University of Iowa,IA,NCAA Division I-A,,1,NCAA,9541,10759,20300,,,,,,,,,1066410,,,1066410,5718590,2849109,,8567699,,,,,,,,,877526,980030,,1857556,,,,,,,,,,,,,,833400,,833400,28851512,,,28851512,196511,301323,,497834,514578,710360,,1224938,,,,,,,,,,,,,,,,,,1093828,,1093828,,,,,,,,,,810408,,810408,,867763,,867763,,,,,527116,667513,,1194629,,,,,,,,,,,,,,,,,381482,400248,,781730,,,,,,,,,,,,,,999910,,999910,,,,,,,,,1185906,,,1185906,,,,,39319631,10513892,,21070580,70904103
2006,170976,University of Michigan-Ann Arbor,MI,NCAA Division I-A,,1,NCAA,12218,12413,24631,,,,,,,,,1179914,,,1179914,5299018,2397482,,7696500,,,,,,,,,1214622,1435425,,2650047,,,,,,,,,,,,,,997455,,997455,14750836,,,14750836,409532,541312,,950844,730741,1078470,,1809211,2136265,,,2136265,,,,,,,,,,,,,,1517140,,1517140,,,,,,,,,704910,795767,,1500677,,1121409,,1121409,,,,,933074,979223,,1912297,,,,,,,,,,,,,,,,,571021,679645,,1250666,,,,,,,,,,,,,,1121631,,1121631,,677542,,677542,,,,,930882,,,930882,,,,,28860815,13342501,,26088874,68292190
2006,174066,University of Minnesota-Twin Cities,MN,NCAA Division I-A,,1,NCAA,13389,15127,28516,,,,,,,,,882480,,,882480,3069003,1987347,,5056350,,,,,,,,,864405,996616,,1861021,,,,,,,,,,,,,,,,,8304534,,,8304534,414837,304382,,719219,428425,668462,,1096887,1744355,896669,,2641024,,,,,,,,,,,,,,962756,,962756,,,,,,,,,,642106,,642106,,652728,,652728,,,,,689413,784048,,1473461,,,,,,,,,,,,,,,,,348112,421341,,769453,,,,,,,,,,,,,,994803,,994803,,,,,,,,,744426,,,744426,,,,,17489990,9311258,,38027348,64828596
2006,181464,University of Nebraska at Lincoln,NE,NCAA Division I-A,,1,NCAA,8339,7429,15768,,,,,,,,,1668943,,,1668943,3793663,1984038,,5777701,,,,,,353835,,353835,1219682,1219682,,2439364,,,,,,,,,,,,,,,,,13834134,,,13834134,287460,357376,,644836,529563,769418,,1298981,,,,,,,,,,238956,,238956,,,,,,,,,,,,,,,,,,1043568,,1043568,,959110,,959110,,,,,,792189,,792189,,,,,,,,,,,,,,,,,416936,527065,,944001,,,,,,,,,,,,,,1596552,,1596552,,,,,,,,,710200,,,710200,,,,,22460581,9841789,,38596869,70899239
2006,240444,University of Wisconsin-Madison,WI,NCAA Division I-A,,1,NCAA,12714,14505,27219,,,,,,,,,,,,,5315234,3084846,,8400080,,,,,,,,,1609298,1517238,,3126536,,,,,,,,,,,,,,,,,19771064,,,19771064,354365,382424,,736789,,,,,4404265,2490804,,6895069,,,,,,,,,,,,,927098,1981622,,2908720,,,,,,,,,886559,1139009,,2025568,,930054,,930054,,,,,898691,1076032,,1974723,,,,,,,,,,,,,,,,,446943,498952,,945895,,,,,,,,,,,,,,1425845,,1425845,,,,,,,,,858368,,,858368,,,,,35471885,14526826,,31403021,81401732
2007,151351,Indiana University-Bloomington,IN,NCAA Division I-A,,1,NCAA,14009,14685,28694,,,,,,,,,861247,,,861247,6978771,2200054,,9178825,,,,,,,,,954359,1048269,,2002628,,,,,,,,,,,,,,748645,,748645,12493144,,,12493144,342705,444463,,787168,,,,,,,,,,,,,,,,,,,,,,844692,,844692,,,,,,,,,973898,819008,,1792906,,802204,,802204,,,,,977254,1062438,,2039692,,,,,,,,,,,,,,,,,539691,680154,,1219845,,,,,,,,,,,,,,1071813,,1071813,,515214,,515214,,,,,561684,,,561684,,,,,24682753,10236954,,14290103,49209810
2007,171100,Michigan State University,MI,NCAA Division I-A,,1,NCAA,15307,17606,32913,,,,,,,,,977869,,,977869,6872700,3214967,,10087667,,,,,,,,,772735,1072908,,1845643,,,,,,,,,,,,,,899536,,899536,17910444,,,17910444,502644,644202,,1146846,,963396,,963396,2821040,,,2821040,,,,,,,,,,,,,,1358518,,1358518,,,,,,,,,764850,1005840,,1770690,,984239,,984239,,,,,530922,740438,,1271360,,,,,,,,,,,,,,,,,379113,456009,,835122,,,,,,,,,,,,,,1437416,,1437416,,,,,,,,,827215,,,827215,,,,,32359532,12777469,,17260816,62397817
2007,147767,Northwestern University,IL,NCAA Division I-A,,1,NCAA,3828,4272,8100,,,,,,,,,814961,,,814961,3372210,2039058,,5411268,,,,,,,,,,,,,,,,,,,,,,541429,,541429,,964315,,964315,12113946,,,12113946,609797,503276,,1113073,,,,,,,,,,1033383,,1033383,,,,,,,,,,,,,,,,,,,,,584077,888643,,1472720,,1042392,,1042392,,,,,725945,912323,,1638268,,,,,,,,,,,,,,,,,411437,714862,,1126299,,,,,,,,,,396010,,396010,,1016781,,1016781,,,,,,,,,745724,,,745724,,,,,19378097,10052472,,12405164,41835733
2007,204796,Ohio State University-Main Campus,OH,NCAA Division I-A,,1,NCAA,19526,17090,36616,,,,,,,,,1137214,,,1137214,4363889,3260238,,7624127,,,,,,,,,1154188,1312115,,2466303,,,,,,,,,414203,445851,,860054,,797664,,797664,33063248,,,33063248,388419,456559,,844978,903113,1048229,,1951342,2220419,1282833,,3503252,780331,804811,,1585142,,,199831,199831,,,,,,1217469,,1217469,,,,,,,,,713794,964662,,1678456,,957228,,957228,,,,,1530537,1515131,,3045668,,,,,,1068081,,1068081,,,,,,,,,746461,833943,,1580404,,,,,,,,,,,,,678238,1363479,,2041717,,,,,,,,,1073282,,,1073282,,,198954,198954,49167336,17328293,398785,32086791,98981205
2007,243780,Purdue University-Main Campus,IN,NCAA Division I-A,,1,NCAA,17817,12338,30155,,,,,,,,,856427,,,856427,3990578,2722553,,6713131,,,,,,,,,821880,956998,,1778878,,,,,,,,,,,,,,,,,14501436,,,14501436,466723,472130,,938853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043492,,1043492,,866540,,866540,,,,,833405,887593,,1720998,,,,,,,,,,,,,,,,,439637,553712,,993349,,,,,,,,,,,,,,1328252,,1328252,,,,,,,,,749839,,,749839,,,,,22659925,8831270,,25565804,57056999
2007,186380,Rutgers University-New Brunswick,NJ,NCAA Division I-A,,1,NCAA,12690,12120,24810,,,,,,,,,901481,,,901481,3724976,3687353,,7412329,,,,,,,,,542264,801453,,1343717,,,,,,,,,,,,,,663986,,663986,18144191,,,18144191,150911,179029,,329940,,592384,,592384,,,,,724299,631255,,1355554,,,,,,,,,,480583,,480583,,,,,,,,,829409,828767,,1658176,,811617,,811617,,,,,,,,,,730178,,730178,,,,,,,,,,,,,,373289,,373289,,,,,,,,,,,,,,469464,,469464,,,,,,,,,348903,,,348903,,,,,25366434,10249358,,14337473,49953265
2007,145637,University of Illinois at Urbana-Champaign,IL,NCAA Division I-A,,1,NCAA,16274,14421,30695,,,,,,,,,948123,,,948123,4762131,2076997,,6839128,,,,,,,,,884035,1270760,,2154795,,,,,,,,,,,,,,,,,12210666,,,12210666,422222,303010,,725232,640522,810464,,1450986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838920,,838920,,936958,,936958,,,,,,748472,,748472,,,,,,,,,,,,,,,,,587784,605012,,1192796,,,,,,,,,,,,,,1122008,,1122008,,,,,,,,,968116,,,968116,,,,,21423599,8712601,,22548840,52685040
2007,153658,University of Iowa,IA,NCAA Division I-A,,1,NCAA,10035,10872,20907,,,,,,,,,1022966,,,1022966,5174351,2879163,,8053514,,,,,,,,,841876,961610,,1803486,,,,,,,,,,,,,,949239,,949239,26166182,,,26166182,310518,367381,,677899,575785,799764,,1375549,,,,,,,,,,,,,,,,,,1089389,,1089389,,,,,,,,,,898652,,898652,,1094769,,1094769,,,,,549821,652070,,1201891,,,,,,,,,,,,,,,,,366123,515775,,881898,,,,,,,,,,,,,,1303617,,1303617,,,,,,,,,1481085,,,1481085,,,,,36488707,11511429,,21784751,69784887
